text,label,language
"Assez jolis mais semblent fragiles
Certaines perles blanches ne sont pas bien rondes et de mauvaise qualité. L élastique des bracelets semblent fragiles. Un fil plus solide (genre nylon) aurait été plus rassurant.",neutral,fr
"Nicht Wasserdicht!
Die Schuhe sind nach 1 STD. Gassi gehen leider schon undicht. Leider bin ich sehr enttäuscht, da hier ja wirklich viele gute Rezessionen angegeben sind.",negative,de
по размеру но не оправдало ожидания,neutral,ru
牛逼，男性朋友（不是男朋友）有私密照,negative,zh
"Been seeing Heather for about a year! Not just for eyelash extensions but other services as well! I get compliments all the time on my eyelashes, most people think they are real!! I would recommend anyone to Heather, not just for for eyelashes, but for any of her services!!! Absolutely love her! Not only is she a sweetheart, but she's also very professional, prompt, and her schedule is flexible!",positive,en
颜色偏暗一点，没有图片那么亮。包装盒很一般。总体还是满意的。,positive,zh
穿上很舒服，尺码也很标准，质量很不错,positive,zh
"Defekt und unvollständig angekommen
Finger weg! Wahnsinn das so ein Müll verkauft wird. Von den 6 waren nur 5 in der Verpackung und alle 5 waren defekt. Geht sofort zurück",negative,de
Le jardin secret est un livre qui m'a été offert par mon papa et qui a pris une grande place dans mes lectures d'enfant. Il est tout simplement magique.,positive,multilingual
"Good stuff. Unusual, for me anyway, but always enjoy trying something different.\nI've never ordered anything from here but what they have on the shelves has been tasty and fresh.\nWe've had breakfast or lunch her on a few occasions and that's good. Nothing fancy though.\nOne thing about this place is it's very small. Like maybe two tables that seat four and maybe a two top too.",neutral,en
i feel like the world is a horrible place and when i get back up again i look back at my down self and think dammit what the hell is wrong with you you dumb ass,negative,en
_are_fire Hii,neutral,en
رئيس كوريا الشمالية يقول ان فايروس كورونا لن ينتشر في بلادة لأنه سيتم اعدام اي شخص يصاب بهذا المرض…,neutral,ar
"Muy pequeño y excesiva tardanza
El peluche es mucho más pequeño de lo esperado y además ha llegado una semana más tarde de lo previsto",negative,es
"I saw this movie only after hearing raves about it for years. Needless to say, the actual experience proved a bit anticlimactic. But still, Alec Guiness energetically leads a wonderful cast in a jolly, if formulaic, romp through industrial post-WWII England.This is the familiar tale of the woes of inventing the perfect everyday product. Remember the car that runs on water? Remember the promise of nuclear energy? In this case, it's a fabric that doesn't wear out, wrinkle, or even get dirty! Of course, fabric manufacturers and their workers are horrified at the prospect of being put out of business, and so the plot gets a bit thick.Guiness makes the whole enterprise worthwhile, and watching him blow up a factory research lab over and over again is quite a blast! (Those Brits ... always the stiff upper lip when under fire.) The film might chug along exactly like Guiness's goofy invention, but it's a good ride all the same.",positive,en
"We had lunch at Spice Garden on 16th Aug, the menu looked impressive but the same can't be said for the food, the vegetarian food was better than non veg, the best thing was the masala kulcha, dal makhni was average and so was the prawn curry and chicken tikka masala, the service was o.k. Overall an average place with average food.",neutral,en
"Très déçu de ce produit
Produits pas cher je comprends pourquoi au bout d’un mois la coque est déjà user Très déçu de ce produit",negative,fr
"扱いやすい
においも気にならず、扱いやすく、粘土同士のくっつきもよいです。使用後の手洗いはお湯、石鹸を使わないと綺麗に落ちませんが油粘土の宿命と思います。",positive,ja
"New location is finally open!!! I called yesterday around 4:30pm to see if it was open & guess what?? It was!!! So I got in my car & drove down to Rainbow & Robindale. Just my luck, it was closed by the time I got there, 5:30pm. What the hell??? My heart was shattered. There was a sign on the door that read, \""Sold Out\"". :'( So, I made sure to call my order ahead today :p Bomb I tell you! (Except for the teryaki beef) teryaki chicken & breaded shrimp are on point! :) The fried rice was perfect!",neutral,en
"Fürchterlicher Geruch nach billigem Parfüm
Unser Kinder wollten es unbedingt haben und haben sich so gefreut, bis die die Teile ausgepackt haben. Die Ausdünstungen sind fürchterlich, egal wo man es hinlegt riecht es nach kurzer Zeit nach diesem schrecklichen süßlichen Geruch. Jetzt haben die Kinder keine Lust mehr drauf und ärgern sich wegen der ausgegebenen 10€. Keine Kaufempfehlung!",negative,de
Tipik olarak vücudun sağ tarafında bulunur.,neutral,en
構造上仕方ないかもしれないがガタつくので直ぐに使わなくなりました,negative,ja
"A eviter
Livraison au top,monté à l'étage,super. Apres ça se complique ,système de fixation incomplet et pas du tout dans les normes françaises ,aprés 48 euros d'achat de matériaux divers,pour l'adapter,j'ai de l'eau chaude,et comme dit dans un autre commentaire,c'est un 75 litres et non 80. Dernière fois que j'achète sur internet ce genre de produit",negative,fr
리즈시절 이자벨 아자니. 젊고 날렵한 샘닐의 모습이.새로웠음. 광기어린 지하철 통로씬은 한동안 잊지못할듯하다 프랑스배우들은 연기력기본에 미모가 덤인데 이자벨은 두가지를 겸비한 케이스,neutral,ko
"Enttäuschend
Bin sehr enttäuscht. Die waren ist nie angekommen.",negative,de
اذا كورونا بتقولوا حيموت بالصيف ليش ما مات باستراليا مثلا ؟,neutral,ar
"I will preface this review with the fact that Church Brew Works is where my boyfriend of 2 years and I had our first date so it will always hold a special significance for me, however, we have been back many times since and have enjoyed some delicious food and brews. I have enjoyed the mussels steamed with their pale ale-so good! My favorite item on their menu is the wild boar BBQ pizza (slow roasted pulled wild boar, Pious Monk Dunkel bbq sauce, red onion, corn, mozzarella and provolone cheese). I was skeptical at first having never had boar but this might be the best pizza I have eaten from a \""non-pizza centered\"" restaurant. My favorite beer is the Hefeweizen. My second is the Pale Ale. My boyfriend's father actually went to church in this building as a child (yes it used to be a church for those of you that don't already know about the history of the building) so it is especially cool for us to come here and have that connection. Even if you don't want to eat, the buidling is so unique inside you should at least stop in for a brew or two and check out this old church!",neutral,en
Hollandaca ve İngilizce dillerinde yayın yapmaktadır.,neutral,en
먹을만했는데 수육이 양에 대비 비쌈,positive,ko
"This restaurant is very local to where I live in KL and used to be a real favourite, but too many errors in cooking these days. I suspect there has been a change of staff in the kitchen. Given the very high prices they need to step up their game. Overcooked crab and rather undistinguished grilled fish with disappointing sauces. We had a rather inexperience member of staff looking after us who made a number of errors with wine delivery and provision of water. I really hope the food gets better as such a great location to take our overseas visitors.",neutral,en
평점때문에 볼까말까고민했지만 펑펑울다나왔다 건강함에 감사할수있었던영화,positive,ko
"ou est ma commande ??????????????????
encore un colis qui n arrive pas !!! GLS le transporteur a probleme !! colis vide carton jeté par dessus le portaille !!! colis qui n arrive pas !!!",negative,fr
"コスパ最強では？
遮光カーテンではなさそうですが、ホームセンターなどで購入すると高くついてしまうため、この価格でこの品質であれば十分です。 また、リピートしようと思います。",positive,ja
"information overload
This book has some great ideas and information, but is too dense. way too much information, i would have to read this a few times to truly benefit. i am a new trader and after reading a few books on trading just needed a few points i could use.",neutral,en
"Froyo in Charlotte! Finally! This was one of those self-serve froyo places, and they had about 5-6 different flavors available, which was fantastic. I had never seen that many flavors available in a froyo place before. Great toppings, including some new ones I had not yet seen either, like lychee or jelly (stuff that you also see in bubble tea). Pay by weight, and enjoy the sweet delight. Easy, convenient, cheap, tasty!",neutral,en
"Preis - Leistung, sehr gut
Das Mikrofon hat eine sehr gute Qualität und ist gut verarbeitet. An Zubehör ist alles enthalten was man so benötigt, wobei ich sagen muss das der Koffer ein Witz ist - billiges Plastik, ob der das Mikrofon bei einem Sturz wirklich schützen würde, wage ich zu bezweifeln. Spinne, Tasche und Windschutz sind in Ordnung. Ich nutze das Mikrofon am Computer in Verbindung mit einem Music-Interface für einfache Sprachaufnahmen und Online-telefonate, für diese Zwecke ist es auf jeden Fall ausreichend, ich konnte keinerlei Rauschen oder andere Störgeräusche feststellen. Man kann also sagen das man hier für verhältnismäßig wenig Geld ein sehr solides Mikrofon bekommt, womit man nicht viel falsch machen kann.",positive,de
"鞋偏大，转让
给三颗星的原因是上面描述5.5UK是38码，结果拍下，10天到，上脚试，估计得有39码，现原价转让，349，国内专柜估计得上千，甚至更多吧",neutral,zh
"Doesn't pack enough punch
Doesn't have as long lasting effects as previous pre workouts I've used. Flavor is good. Might be better for someone just trying pre-workout, since I've kind of been desensitized to it using pre-workout for so many years.",neutral,en
#بالخاطر_كلام • قمة الطمأنينة 🌻✨﴿ وَرَحْمَتِي وَسِعَتْ كُلَّ شَيْءٍ﴾ كن على يقين تام انه لن يستثنيك منها .,neutral,ar
"Очень быстрая доставка, хорошее качество. НО! Длина на рост 165 даже до щиколотки не достаёт. Размер L на российский 46 мал",neutral,ru
아름다운 영상미 하나만으로도 볼 가치가 충분합니다.,positive,ko
"Sigh... where do I begin with this place. First off the service was appallingly bad. I mean bad like we sit down... wait... wait... drink orders ( a coffee and two waters), wait... wait... 8 minutes goes by then my coffee shows up. No water. Really? I had to flag down someone just to get some water. FALE!\n\nFood was moderate. I had the spinach pesto with chicken. It seemed like something was a bit off in how it was cooked and presented but the taste was ok. Chicken was dry but still edible. My friend got the salad and that looked much better and was much larger than I expected.\n\nThen when it came time to pay we got to play the waiting game again. I literally saw some guy at another table get equally fed up and hunt down the waiter so he could pay. Yes... it was that bad.\n\nTo sum it up: If you have places you need to be in a timely manner, avoid this place as time obviously doesn't apply to the wait staff here. Food was average but nothing to write home about. Overall I say skip this joint for food and find another place in Cesars... I know you can do better.",negative,en
Excellent service offered by Dragonair Flight 482 to Taipei Taoyuan Airport from HKG. The economy cabin was as comfortable as CX Long Haul. With the exception of movies the TV content was outstanding. I think the food was better than any other regional airline it's just like flying on Cathay Pacific Long Haul! I definitely recommend Dragonair for any other future travellers!,positive,en
"Gleich kaputt
Hat 10 Tage gehalten",negative,de
京东就是不行，才用几天扬声器就坏一个，后面的朋友们，想买谨慎啊！,negative,zh
"- Hôm qua (22/9) đến nay cả app lẫn website đều bị lỗi phải tải đi tải lại, trên app có khi tải không được luôn. - Chính sách miễn phí vận chuyển càng ngày càng ít ưu đãi hơn, giá vận chuyển cũng cao hơn rất nhiều so với Tiki, Lotte, Fahasa... Shopee chỉ được duy nhất một điều là sản phẩm đa dạng, một số chỗ bán được giá rẻ mà chất lượng",negative,vi
"Gostei muito do produto, mas uma pena que veio jogado dentro da caixa de papelão em um saquinho plastico. A embalagem conta muito, e parece produto de baixa qualidade devido a falta de uma embalagem própria. Acho que devem valorizar mais a embalagem, colocando o relógio em um estojo.",neutral,pt
"good atmosphere, good drinks, good cigars good feeling and this the place that you should try at here",positive,en
كتاب شيق ويشرح معاناة الاشخاص اللذين يعانون ذهان الهوس الاكتئابي بشكل بسيط ورائع,positive,ar
yêu cầu gỡ bỏ TT,negative,vi
"便利です
サイズ、性能に満足です。 ただ、回り出しの音が異常に大きいです。点検しても原因が分からず…。回転が落ち着くとまぁ、そうでも無いのですが…。",positive,ja
Food is expensive n very small portion. Tables not clean n flies flying around. Need improvement. Unpleasant sight as there is coffee server who should not be working there. Give bad impression to tourist.,neutral,en
装订、版面都还不错。不过话说内容很一般，以为小V如何，写写微博还可以，写书毕竟很业余。还是干好自己的本行。,neutral,zh
"I was here for Nadia's birthday dinner and needless to say it was amazing. The bartender was super friendly and made awesome Goose and TOnics and Dirty Goose martinis, we were cememnted in our bar seats even when we were being seated. The service here was awesome too, everyone was friendly and catering. The food was amazing the appetizers were all delicious and the steak was perfectly cooked, and the dessert was yummy... the entire meal was awesome. Definitely a must if you like steak and a nice atmosphere. attire is dressy but Im pretty sure you won't be judged coming in under dressed as long as you are paying the tab.",positive,en
لازم يتقراا,neutral,ar
"Trés bien
Collé sur ma boite aux lettres, il n'en gache pas l'esthétique",positive,fr
"This restaurant is your top choice to have very local experience breakfast or lunch in Ipoh. Serving one of the best chicken and horfun in the town, you should never miss it. The horfun has penang-prawn-mee-alike aroma, and the chicken is super tender and juicy. The beansprout is nice and crunchy as well.",positive,en
تطبيق سيء وكل المطاعم تكون مشغولة خلال الظهر,negative,ar
好垃圾，就值*的货。坑,negative,zh
"We stayed there because there was a promotion. We paid only 100$ for the night . The place is clean but not very big. The only thing that bothered us was the proximity of any nice place to eat, the only restaurant near the hotel feels like a cafeteria. Otherwise, bed was comfortable, and it was not noisy even if we were close to the hospital.",neutral,en
"Two Stars
Cannot down load from my watch.",negative,en
"This Marriott is in a great location. It is close to every thing - great restaurants, shopping, bars, entertainment. But, it was not a great experience. We are Marriott elite members and booked this hotel 2 months in advance at a great price, When we arrived by cab, cars were backed up for a block to park, then a line of 20 people to check in! Fortunately, because we are elite members, we were able to use the special Elite desk. When we checked in with friends, were given rooms next to each other. Our room was the smallest room we have ever stayed in, including a cruise ship stateroom! Our friend's room was twice the size of ours and included a refrigerator and a sitting area. We were very upset, but the hotel was booked to capacity so we did not make a fuss. The Dance Company competition was at the hotel and it was mass chaos. Every time we took an elevator we had to wait 20 minutes. My husband could not get into the workout room and people were even lined up to use the treadmills. We wanted to have a drink at the bar, but it was packed as well and the tables in the bar area were filled with children, not adults. Although we had a great time in Chicago, it wasn't because we stayed at this Marriott.",negative,en
"Stayed for 8 nights in June 2010. I've stayed in quite a few Hilton Hotels around the world and this was by far, the worst I have ever stayed at.
Obviously, this hotel is all about the location which really is perfect in midtown a few blocks south of Central Park.
Arrived in New York from LA in the early evening and a cab from JFK cost about USD $60. You can do the public transport thing for way less but you know, so annoying with luggage. Check in was fairly easy as I had advanced purchased online. Process was easy and we were given free access to the gym with my HHonours status.
Can't remember which floor the room was on but it was fairly high up, maybe 20-something. Entire floor was tired and screaming to be renovated. This I don't usually mind so much but the room was small and not as clean as it should have been. We had trouble with the TV system during our entire stay, the remote didn't work, there was no room service menu (this was supposed to be on the tv) and repeated calls to the front desk got us nowhere. Perhaps we weren't tipping the right people... The in room wifi was also unreliable and ended up getting refunded twice as the service would just drop out and not come on again. Ended up leeching wifi from a hotel across the street which worked 10 times better than the Hilton's.
Like I said, the location is great but there really are much better hotels nearby without such a hefty price tag for very, very average service.",positive,en
"So happy to have not only frozen yogurt in Ahwatukee, but relatively healthy frozen yogurt at that. The toddler and I come here often and he always lets me pick the flavor (such a gentleman). I've been to other locations in California and those seem to have eight flavors and ours always has twelve so that's a big plus. My favorite is pumpkin, they should have it year round, but I've never had a bad flavor. My dream flavor though would be a tart yogurt, kind of like Pink Berry or MoJo's. Maybe I'll right them a letter.",positive,en
发货很快，到货也很快，质量很好，试了很舒服，相当满意,positive,zh
好书情节跌宕起伏，时松时紧，时快时慢，虽说内容与大唐不一定相符，但瑕不掩瑜，全文行文流畅，文白互补,positive,zh
"cô dạy dễ hiểu , vui vẻ với sinh viên , cung cấp đầy đủ kiến thức cần thiết .",positive,vi
"Commentaire pour le traversin
Très bon produit , agréable et confortable et nous avons pu trouvé la dimension qui nous correspondait Très bon produit",positive,fr
"买书多年,第一次给差评,对亚马逊失望了。送货很快,可是这本书的质量差到极点了,一看就是盗版的。。。大家收到之后一定要检查好再收签。。。",negative,zh
giảng viên cần giảng giải chi tiết hơn thay vì để sinh viên thuyết trình .,negative,vi
when i passed successive exams to enter the school of medicine,positive,en
"This movie would had worked much better if this was the first Critters movie, this is a low-budget movie with only two (2) Critters shown on-screen. Why this looks like a fail is because this is the last Critters movie and it's so low-budget that it seems the director made the whole movie with his own pocket money. However, I did like this movie, I compare it mostly with the third movie (which were bad). Critters 4 have a more serious tone in it, the first half of the movie (even without seeing one Critter yet) you have a scary feeling watching it, too bad they didn't ""milk"" out the Critters, I mean even if they only had two (2) puppets they could still have used them on-screen a lot more. The Critters also have different deaths in this movie which made this a little special, especially at the end with the frozen Critter. Ug has a promotion in this part and is different in this movie which took me by surprise. Lastly I liked this one because it also has some kind of conclusion to the series, so at least we won't see a Critters 5 anymore. Oh, one last thing, I missed one scene in this movie, we never see a Critter shoot a spike from its back, maybe these puppets didn't have that feature, but I was very disappointed not seeing that (in Critters 3 we see a lot of spike shooting, which was the only good thing I liked about that movie).",positive,en
"Bof
Assez mitigé, j’avais acheté ce chariot de nettoyage pour pouvoir le mettre en dessous de l’évier pour le prendre facilement mais des produits ne rentre pas dans les compartiments. Assez petit pour petit produit",neutral,fr
"Mixed emotions
it kinda works. it does plump your lips. i noticed that it plumps my upper lip more than the lower lip. so I'm having troubles with that. also, it doesn't really last that long. you need to do over and over, would say in a couple of hours or so. which is kinda bad cus you don't want your lips to get super bruised (so be gentle). just make to use it when you're ready to put in your lips gloss/lipstick. shipping was late too. supposed to come in on Sunday. but overall i will use this to give my lips an extra boost. very good alternative instead of getting lip injection.",positive,en
"No funciona. Solo carga con el Samsung watch apagado.
No me funciona con el Samsung watch active. Solo carga si lo conecto apagado. Si está encendido, marca que está cargando pero nunca sube el porcentaje de batería y se calienta sin cargar.",negative,es
"Went for lunch and the service was super fast. The food was filling and the flavors were great. We ordered a burritto and the Super Tostda Nachos. The nachos were great, toppings on every chip the way nachos should be. \n\nI am definitely going to add this place to the list of places to lunch downtown.",neutral,en
这个世界就是这样，家庭幸福也是前几辈奋斗来的，除了运气不好还能说什么。,neutral,zh
ürün başarili ancak a5 yazdirmiyor.her güzeli̇n kusuru var..,negative,tr
"I like how this place feels fresh and clean when you walk in. It definitely has a \""cool\"" vibe and the service was great! We were trying to make an 8pm movie and once the owner heard that he let us know that he put our order in front of others so we could get out on time. Very kind and thoughtful.\n\nWe tried the BLT grilled pizza as recommended by the cashier. It was okay but not great. I was a little disappointed because I thought the crust would be crispy but this was more doughy and soft than I expected. There wasn't enough bacon and the bacon that was on there was more fatty than crispy so that wasn't exactly exciting. The sauce was a ranch dressing which was very good but it almost made the bread soggy so I'm not sure that was the best route. It was basically a salad on bread..which I guess I should have seen coming. I think I would order one of the marina or pesto based pizzas next time. I will say that I loved the smoky flavor from the pizza being grilled. I definitely want to come back and try something different!\n\nI also tried the side of house-made meatballs. They were great!! They didn't come with very much marinara sauce but they had some mozzarella on top and they had very good flavor. You could tell they were very fresh. \n\nI think True has a good thing going and I will support them. They also serve a few gelato flavors, beer and wine. \n\nI wouldn't say it is the most affordable place for \""faster\"" food but they aren't too bad. \n\nGive them a shot!",negative,en
ürün özellikleri çok iyi fakat bu fiyat etmez huawei fiyatları çok yukarı çekti ..,negative,tr
"Para generar interés en los niños
Sencillo y con ilustraciones muy chulas",positive,es
"Lizenz und Installation hat funktioniert
Der erste Key brachte Fehlermeldung, jedoch hat der Lieferant sofort auf meine Reklamation reagiert und weiteren Key zugesandt. Dieser hat Problemlos funktioniert",positive,de
"article non fonctionnel
En panne au bout de 2 jours.... l'écran a fonctionné 2 jours puis la moitié s'est mise a beuguer et enfin plus de d'action tactile sur l'ensemble de l'écran.",negative,fr
"MUY PEQUEÑO
El producto no es como lo esperaba",negative,es
Ý tưởng rất hay về cách thức xây dựng tổ chức,positive,vi
"Produto de qualidade média,não me passaram a nota fiscal.",negative,pt
"3
La máquina cnc pero no los formatos que tiene",neutral,es
"No esta nada mal.
No esta nada mal en relación calidad precio, no duele nada, rápida y discreta aunque hay que estar pendiente de limpiarla de los pelos unas cuantas veces durante el afeitado por el tamaño de la boquilla que tiene, otra cosa que no quita el pelo desde la raíz pero el afeitado dura varios días, es ideal para llevarla en el bolso.",neutral,es
"Scharniere passen
Scharniere passen, Einstellung nicht besonders, aber halten",neutral,de
"為になる写真本
写真の本質を知る事の出来る本ですね、楽しく写真を撮りたいです。",positive,ja
I am extremely disappointed by the service we got. I had booked an Orly-Dulles flight which got cancelled due to a gas leak. We got told that we would be on the next day flight or at worse on an extra flight they were adding on their schedule. We were then sent to a hotel and told they would contact us either later in the evening or morning. The following day with still no news from OpenSkies some of us went directly to the airport to find out what was going on. We were received very rudely by OpenSkies who actually tried their best to make us cancel our ticket. The supposed extra flight actually never existed and they were still trying to sell tickets for the DC flight of the day for EUR 6000 while we were told to wait. In the end I had to go through British Airways in the other terminal of Orly airport who called OpenSkies and told them to stop selling tickets for the NY flight and book us instead. We then got taken in charge directly by BA at Newark who got us tickets to DC in the evening. OpenSkies does not care about their customers only about turning max profit I am very disappointed especially for a BA brand.,negative,en
对不起我脏了，我看成“你还要吗?”,negative,zh
"Họ chuẩn bị khá nhanh, dọn dẹp tương đối sạch và đồ đạc ngăn nắp.",positive,vi
재밌었지만 강감독의 특색이 오히려 작품을 좀 망친 부분이 있었다,neutral,ko
this airport confuses me when i get off the plane in vegas. i always forget that i have to take the tram to get to the baggage claim area / out the airport. i like how it is so easy to find the restroom right when i get off the plane. LOL\n\ni like how this airport has some last minute gambling or start your gambling right when you land into vegas. i remember one time my friend and i were stuck at the airport due to a delayed in our flight -- we were at the slot machines to pass by time. \n\nyou have to remember that there are 2 exits -- the exit closest to the baggage claim is where the shuttle is. and the exist away from the baggage claim is where the taxi line is. i was so lost and confused when i step out the airport looking for a taxi. i exited to the shuttle area and had to walk back into the airport to the taxi area. Getting a taxi was super easy. There is a a line and the line moves pretty quick since every taxi is waiting for business. \n\ni hate how the gates to my flight was so far away from the security area. it was seriously a 10 min walk!,negative,en
"Okay, so the only reason I`m not buying this app is because I hate EA and all that it stands for. SimCity rocks though. <url>",neutral,en
"只有7G,也没有充电器,只有数据线。其它的都还可以。。挺满意的。",positive,zh
@user Lo mejor para el es que salga del Club Zidane no le da la Oportunidad de Jugar! A mi no me gusta que este en la Banca.,neutral,es
"good quality, but not so easy to use
good quality, but not so easy to use. To chop an onion I had to cut it to size then hit it hard",neutral,en
"Besides the seared foie gras & breathtaking view, the food was mediocre the last few visit.",negative,en
"This historic hotel is located in a truly fantastic midtown area. Literally steps from a lot of great NY sights, restaurants, etc.
The rooms are stately and clean, and the bed is truly fantastic. Comfortable, excellent sheets, overall great bed experience.
The bathroom is old and tiny, and the water regulation in the shower (temperature) can be tricky. Like all hot or all cold!
Service was spotty - my key didn't work one night and no one picked up at the front desk after more than 30 rings, so I went all the way downstairs again. Some staff just don't seem like they want to be there.
Overall, great hotel, great location, nice rooms...just needs a bit of updating perhaps and the staff (especially for the competitive New York market) needs to perk up a bit.",negative,en
"pistolet colle
Recu rapidement pistolet colle tres maniable. Fil tres long pas besoin de ralonge supplémentaire il y a pas mal de bâton de colle fournis ideale pour tous type de travaux meme manuel",positive,fr
"The hotel has an optimal location and has been nicely refurbished, but little else. All kindsof problems with my exec level room from a shower that trickled, clogged drain, no bathrobes both nights, toilet that ran. Worst of all Internet that was so problematic that I was unable to work.
Drain was fixed but the Internet lack of access brought my productivity to a screeching halt. Very hard to get front desk to even answer phone! Real shame as this used to be a fav spot many years ago.",negative,en
"とても便利です
両端伸縮するので、干し物のサイズに合わせて長さが調節できます、かなり便利です。そして、コンパクト収納できて省スペースです。 1本はハンガー掛け付いています、干し物の落下を防止できます、風が強い時、干し物が移動せず、役に立ちます。",positive,ja
"kipriklerde uzama ve dolgunluk etkisi yaratmıyor kesinlikle sadece boyuyor ve hafif kıvırıyor,maskarada dolgunluk bekleyen biri olarak tam bir hayal kırıklığı oldu benim için",negative,tr
"Veio faltando um pé menor da mesa e riscado o tampão, não compremm..demorei para montar e não teve como trocar..decepcionada :/",negative,pt
쓴웃음이 나오는 독특한 버디잉글리쉬 영화. 볼만하네.할매 딱 한컷나오는 우먼낫씽,neutral,ko
"caro
demasiado caro por lo q es",negative,es
"No viene listo para instalar
No viene con todo lo necesario para la instalación, faltan unos conectores q he tenido q comprar a parte",negative,es
"The GOOD: The room was clean, the bed cozy, the TV huge, all good things. The elevators were old but they had charm, the hotel lobby clean, no complaints over all.
The BAD: I had a room that over looked the banquet area so instead of a city view i saw tables and chairs, at first this was fine, I am not picky, I prefer a clean comfortable room over a view any day.
The second night however when it was packed with people dancing to LOUD music, it suuckked. I am not exaggerating, I am a young woman I am not sensitive to noise (my room faced the elevator and I was fine with it) and I love oldies as much as the next gal but when it is interrupting my down time after working all day I am not having it. It was so loud the television couldn't even drown it out.
I am not giving up on Marriott as they are usually on top of things but I am for sure giving up on this location.",negative,en
Annoying nag for extra unnecessary Bluetooth permissions every time you open the app. The answer is no. And no means NO. Respect that and stop asking.,negative,en
في البداية ظننت أن الكتاب ليس موجها إلي.. لكن ومع إعطائه الفرصة المناسبة أحببته كثيرا وانجرفت وراء بساطته وعفويته ووصوفه الملونة المزركشة البديعة... غالبا لن تندم على قراءة قصصه اللطيفة المليئة بالمعلومات المبسطة.,positive,ar
"画面がフリーズ 電源も切れない 何もできない
先日この商品を購入しまして、最初MP3をPLAYできたのですが、その後急に画面フリーズされてしまったのです（ もちろんLOCKボタンがOFF)、なんの操作もできないし、電源切るさえできないです、結局電源がなくなるまでまつ しかないです。 その後再充電して使えましたが、しばらく経ったら、また画面フリーズになってしまったのです。 返品や交換をおねがいできますでしょうか。",negative,ja
"亚马逊送货还不错
一天就送货上门了，提前打过电话联系，快递员也比较专业，以前在新华书店看过这本书，特别是在对待挫折方面的心态值得学习。",positive,zh
"Sin terminar de confirmar pero pinta mal
La entrega perfecta, mucho antes de lo esperado. El producto es para mi padre y todavía no lo ha probado. Yo lo probé y la experiencia pésima, primero un silbido que me dejó toda la tarde con dolor de oído. Esto puede ser por mi culpa porque lo sujetaba con la mano intentando ajustarlo y en las instrucciones dice que no hay que sujetarlo. Luego lo solté y seguía oyendo un pequeño zumbido desagradable y no parecía que me amplificara los sonidos. Esperare a que lo pruebe mi padre pero sinceramente pinta mal. Si luego me sorprende cambiaré mi opinión",negative,es
"В очередной раз понял, что в городе люди готовы есть все, что угодно, при этом говоря, что это вкусно. Две звёзды только за приветливых девушек, еда на отвали. Если это семейное кафе, то основной минус в том, что ребёнку сидеть на таких диванах не удобно, стол высокий, ребёнок постоянно соскальзывает вниз, интерьер не детский, непонятный. Отдельно детского меню нет.",negative,ru
LOOK! this has never happened to me but now there are a lot of bugs and it's been many hours since I can't login into my account and there's error showing everytime please fix this asap 😭,positive,en
"純正が一番良いかと
スイッチを持ち運んで使っているので、持ち運び先用として購入。 結果完全に安物買いの銭失い。結局純正を買い直しました。接触が悪いせいなのか、おいてもテレビに接触されないことが多く、挙句にスイッチ本体が壊れました。（本製品との関係性は不明ですが、本体が過負荷で壊れたと報告が来ました） それ以来使っていません。放熱性に問題があるものの、純正を使うのが良いかと。",negative,ja
"Gutes System aber schlechter Draht
Ich frage mich nur warum der Draht unbedingt in einer Isolierung verarbeitet wird. Musste an den Kontaktstellen die Isolierung mit einem Messer entfernen da sonst kein Kontakt....",neutral,de
"Ok story but stereotypes abound
Overall I thought the book was ok but the main issue I had with the book was its lack of well developed characters overall that seemed to occur to try to make the female characters seem stronger. The writer presented the make characters negatively for the most part, best exemplified by the overly stereotyped Wyatt, while depicting all the female characters as alpha personalities lacking in little when it comes to skills or abilities. I thought Wu was given a bit more attention and not made so one dimensional as he was in the movies though, so that's something at least. I hope, if there are further stories, there is more story and less agenda.",neutral,en
"Flop!!
Leider nur optisch ein gutes Produkt. Sobald ich den Shaker mit Inhalt länger abstelle läuft durch das Sichtfenster die Flüßigkeit aus, für diesen Preis einfach nicht hinnehmbar. Bei Kontakt mit Verkäufer will dieser nach erklärung des Problems nochmals eine genaue Problembeschreibung (obwohl schon geschehen) und ein Foto vom ""Schaden"", anstatt einen neuen Shaker zu schicken der vermutlich nicht mehr als 1 Euro in der Produktion kostet. Desweiteren löst sich die Farbe außen am Boden und am Rand.",negative,de
"@user Your President Elect has called for drone strikes vs. innocent women and children, why are ""Christians"" ok with that?",negative,en
"Уникальная вода. В номерах чисто. Персонал дружелюбен, клиенто ориентирован. Еда на троечку. Может потому, что основной поток это люди с дневным посещением (соответственно со своими арбузами и бутербродами)\nРано или поздно, управляющей компании придётся определяться с приоритетами. Ориентироваться на обслуживание дневных гостей или гостей проживающих в номерах.",positive,ru
Visited here in June 2017. Hasn't returned since...,neutral,en
"I booked this hotel because it: 1) offered shuttle service to and from the airport and Sea World, 2) I could purchase Sea World and Legoland tickets @ the office and 3) breakfast. When we arrived we found out they no longer had a shuttle driver and we were to take a taxi and the hotel would reimburse the driver. I had to pay the driver, get a receipt and then get my money from the hotel. Breakfast was NOT provided. When I went to purchase tickets for Sea World and Legoland I was told the hotel no longer carried Legoland tickets. Had I known that I would have gotten my tickets through AAA. Thankfully Mario & Monica told me about a discount on the internet for both parks and I was able to get a huge discount on the park tickets. If they had not told me to look on line I would have had to pay full price. I really appreciated their help.",neutral,en
